product_id;product_code;product_name;brand_id;category_id;colour_id;size_id;price;gender_id;active
45;16752815;Trail Skort;2;7;9;5;229.26;2;true
46;66737528;Trail Skort;2;7;10;1;229.26;2;true
47;55900052;Trail Skort;2;7;10;2;229.26;2;true
48;18466537;Trail Skort;2;7;10;3;229.26;2;true
49;93906208;Trail Skort;2;7;10;4;229.26;2;true
50;33736388;Trail Skort;2;7;10;5;229.26;2;true
51;31967494;Glacier Skort;5;7;1;1;101.36;2;kanske
52;10787579;Glacier Skort;5;7;1;2;101.36;2;true
53;51918363;   GLACIER SKORT   ;5;7;1;3;101.36;2;true
54;91914519;Glacier Skort;5;7;1;4;101.36;2;true
55;42886391;Glacier Skort;5;7;1;5;101.36;2;true
56;64126527;Glacier Skort;5;7;2;1;101.36;2;kanske
57;87502469;Glacier Skort;5;7;2;2;101.36;2;true
58;97366717;Glacier Skort;5;7;2;3;101.36;2;true
59;42437573;Glacier Skort;5;7;2;4;101.36;2;kanske
60;83364321;Glacier Skort;5;7;2;5;101.36;2;true
61;22295878;Glacier Skort;5;7;3;1;101.36;2;true
62;96309937;Glacier Skort;5;7;3;2;101.36;2;true
63;99160241;Glacier Skort;5;7;3;3;101.36;2;true
64;55796435;Glacier Skort;5;7;3;4;101.36;2;true
65;18457733;Glacier Skort;5;7;3;5;101.36;2;true
66;73857171;Glacier Skort;5;7;4;1;101.36;2;true
67;63299127;Glacier Skort;5;7;4;2;101.36;2;true
68;42939773;Glacier Skort;5;7;4;3;101.36;2;true
69;91495820;Glacier Skort;5;7;4;4;101.36;2;true
70;56788491;   GLACIER SKORT   ;5;7;4;5;101.36;2;true
71;12499686;Glacier Skort;5;7;5;1;101.36;2;true
72;48678395;Glacier Skort;5;7;5;2;101.36;2;true
73;24520782;Glacier Skort;5;7;5;3;101.36;2;true
74;95363396;Glacier Skort;5;7;5;4;101.36;2;true
75;27811867;Glacier Skort;5;7;5;5;101.36;2;true
76;11403793;Glacier Skort;5;7;6;1;101.36;2;T
77;46643095;Glacier Skort;5;7;6;2;101.36;2;true
78;22413023;Glacier Skort;5;7;6;3;101.36;2;true
79;10834917;Glacier Skort;5;7;6;4;101.36;2;true
80;99748187;Glacier Skort;5;7;6;5;101.36;2;true
81;74595519;Glacier Skort;5;7;7;1;101.36;2;true
82;76204435;Glacier Skort;5;7;7;2;101.36;2;true
83;56125233;Glacier Skort;5;7;7;3;101.36;2;true
84;36902438;Glacier Skort;5;7;7;4;101.36;2;true
85;64562555;Glacier Skort;5;7;7;5;101.36;2;true
86;36545731;Glacier Skort;5;7;8;1;101.36;2;true
87;40349878;Glacier Skort;5;7;8;2;101.36;2;true
88;77043920;Glacier Skort;5;7;8;3;101.36;2;true
89;48850411;Glacier Skort;5;7;8;4;101.36;2;true
90;50596687;Glacier Skort;5;7;8;5;101.36;2;true
91;73264864;Glacier Skort;5;7;9;-1;101.36;2;true
92;19960207;Glacier Skort;5;7;9;2;101.36;2;true
93;82612464;Glacier Skort;5;7;9;3;101.36;2;true
94;86101577;Glacier Skort;5;7;9;4;101.36;2;true
95;75631049;Glacier Skort;5;7;9;5;101.36;2;true
96;48455731;Glacier Skort;5;7;10;1;101.36;2;true
97;55829023;Glacier Skort;5;7;10;2;101.36;2;true
98;63438361;Glacier Skort;5;7;10;3;101.36;2;true
99;15123554;Glacier Skort;5;7;10;4;101.36;2;true
100;54009539;Glacier Skort;5;7;10;5;101.36;2;true
101;70170401;Storm Skort;2;7;1;1;166.88;2;true
102;83174542;Storm Skort;2;7;1;2;166.88;2;true
103;32199016;Storm Skort;2;7;1;3;166.88;2;true
104;23103475;Storm Skort;2;7;1;4;166.88;2;true
105;17941400;Storm Skort;2;7;1;5;166.88;2;true
106;41728418;Storm Skort;2;7;2;1;166.88;2;F
107;60686846;Storm Skort;2;7;2;2;166.88;2;true
108;32665931;Storm Skort;2;7;2;3;166.88;2;true
109;79255706;Storm Skort;2;7;2;4;166.88;2;true
110;99952775;Storm Skort;2;7;2;5;166.88;2;true
111;70588256;Storm Skort;2;7;3;1;166.88;2;F
112;15557437;Storm Skort;2;7;3;2;166.88;2;true
113;44731625;Storm Skort;2;7;3;3;166.88;2;true
114;56304359;Storm Skort;2;7;3;4;166.88;2;true
115;54926567;Storm Skort;2;7;3;5;166.88;2;true
116;60594326;Storm Skort;-1;7;4;1;166.88;2;true
117;32234610;Storm Skort;2;7;4;2;166.88;2;true
118;59266002;Storm Skort;2;7;4;3;166.88;2;true
119;22491253;Storm Skort;2;7;4;4;166.88;2;true
120;56870324;Storm Skort;2;7;4;5;166.88;2;1
121;24733890;Storm Skort;2;7;5;1;166.88;2;true
122;62522433;Storm Skort;2;7;5;2;166.88;2;true
123;83081317;Storm Skort;2;7;5;3;166.88;2;true
124;21104605;Storm Skort;2;7;5;4;166.88;2;true
125;94512523;Storm Skort;2;7;5;5;166.88;2;true
126;29526767;Storm Skort;2;7;6;1;166.88;2;true
127;44594210;Storm Skort;2;7;6;2;166.88;2;true
128;87924235;Storm Skort;2;7;6;3;166.88;2;no
129;94814810;Storm Skort;2;7;6;4;166.88;2;true
130;72409941;Storm Skort;2;7;6;5;166.88;2;true
131;67645956;Storm Skort;2;7;7;1;166.88;2;true
132;30614467;Storm Skort;2;7;7;2;166.88;2;true
133;87163568;Storm Skort;2;7;7;3;166.88;2;true
134;90381429;Storm Skort;2;7;7;4;166.88;2;true
135;89078613;Storm Skort;2;7;7;5;166.88;2;true
136;37067815;Storm Skort;2;7;8;1;166.88;2;true
137;44164020;Storm Skort;2;7;8;2;166.88;2;true
138;22727743;Storm Skort;2;7;8;3;166.88;2;true
139;54225492;Storm Skort;2;7;8;4;166.88;2;true
140;48608600;Storm Skort;2;7;8;5;166.88;2;yes
141;15967287;Storm Skort;2;7;9;1;166.88;2;true
142;88822325;Storm Skort;2;7;9;2;166.88;2;true
143;79381377;Storm Skort;2;7;9;3;166.88;2;true
144;86403310;Storm Skort;2;7;9;4;166.88;2;true
145;61305428;Storm Skort;2;7;9;5;166.88;2;true
146;23967313;Storm Skort;2;7;10;1;166.88;2;true
147;24261468;Storm Skort;2;7;10;2;166.88;2;T
148;96424579;Storm Skort;2;7;10;3;166.88;2;true
149;71073205;Storm Skort;2;7;10;4;166.88;2;true
150;96688510;Storm Skort;2;7;10;5;166.88;2;true
151;41160354;Pulse Boots;5;10;1;1;239.26;1;true
152;18858225;Pulse Boots;5;10;1;1;239.26;2;true
153;59263602;Pulse Boots;5;10;1;1;239.26;3;true
154;37811585;Pulse Boots;5;10;1;2;239.26;1;true
155;47385085;Pulse Boots;5;10;1;2;239.26;2;true
156;73370178;Pulse Boots;5;10;1;2;239.26;3;true
157;24605784;Pulse Boots;5;10;1;3;239.26;1;true
158;25708153;Pulse Boots;5;10;1;3;239.26;2;true
159;68396775;Pulse Boots;5;10;1;3;239.26;3;true
160;61164659;   PULSE BOOTS   ;5;10;1;4;239.26;1;true
161;78119408;Pulse Boots;5;10;1;4;239.26;2;true
162;78551849;Pulse Boots;5;10;1;4;239.26;3;true
163;53902489;Pulse Boots;5;10;1;5;239.26;1;true
164;44498833;Pulse Boots;5;10;1;5;239.26;2;true
165;27173216;Pulse Boots;5;10;1;5;239.26;3;true
166;18693236;Pulse Boots;5;10;2;1;239.26;1;true
167;14297579;Pulse Boots;5;10;2;1;239.26;2;true
168;10586706;Pulse Boots;5;10;2;1;239.26;3;true
169;62208372;Pulse Boots;5;10;2;2;239.26;1;true
170;96777162;Pulse Boots;5;10;2;2;239.26;2;true
171;81944923;Pulse Boots;5;10;2;2;239.26;3;true
172;10803981;Pulse Boots;5;10;2;3;239.26;1;true
173;10276424;Pulse Boots;0;10;2;3;239.26;2;true
174;40128514;Pulse Boots;5;10;2;3;239.26;3;true
175;48701394;Pulse Boots;5;10;2;4;239.26;1;true
176;71495736;Pulse Boots;5;10;2;4;239.26;2;true
177;29164857;Pulse Boots;5;10;2;4;239.26;3;true
178;35935879;Pulse Boots;5;10;2;5;239.26;1;true
179;48875352;Pulse Boots;5;10;2;5;239.26;2;true
180;79472281;Pulse Boots;5;10;2;5;239.26;3;true
181;53874839;Pulse Boots;5;10;3;1;239.26;1;true
182;99056107;Pulse Boots;5;10;3;1;239.26;2;0
183;11572443;Pulse Boots;5;10;3;1;239.26;3;true
184;42211559;Pulse Boots;5;10;3;2;239.26;1;true
185;83343958;Pulse Boots;5;10;3;2;239.26;2;true
186;63762605;Pulse Boots;5;10;3;2;239.26;3;true
187;49720638;   PULSE BOOTS   ;5;10;3;3;239.26;1;true
188;52889216;Pulse Boots;5;10;3;3;239.26;2;true
189;49101827;Pulse Boots;5;10;3;3;239.26;3;0
190;82093779;Pulse Boots;5;10;3;4;239.26;1;true
191;28510827;Pulse Boots;5;10;3;4;239.26;2;true
192;82752977;Pulse Boots;5;10;3;4;239.26;3;true
193;88364033;Pulse Boots;5;10;3;5;239.26;1;true
194;92954016;Pulse Boots;5;10;3;5;239.26;2;true
195;12274101;Pulse Boots;5;10;3;5;239.26;3;true
196;46555592;Pulse Boots;5;10;4;1;239.26;1;true
197;17842061;Pulse Boots;5;10;4;1;239.26;2;true
198;81559382;Pulse Boots;5;10;4;1;239.26;3;true
199;48274832;Pulse Boots;5;10;4;2;239.26;1;true
200;33699138;Pulse Boots;5;10;4;2;239.26;2;true
201;93673284;Pulse Boots;5;10;4;2;239.26;3;true
202;41557786;Pulse Boots;5;10;4;3;239.26;1;true
203;96401298;Pulse Boots;5;10;4;3;239.26;2;true
204;21962062;Pulse Boots;5;10;4;3;239.26;3;true
205;97151460;Pulse Boots;5;10;4;4;239.26;1;true
206;37889968;Pulse Boots;5;10;4;4;239.26;2;true
207;18963049;Pulse Boots;5;10;4;4;239.26;3;true
208;59498373;Pulse Boots;5;10;4;5;239.26;1;true
209;80846021;Pulse Boots;5;10;4;5;239.26;2;true
210;78106179;Pulse Boots;5;10;4;5;239.26;3;true
211;83411383;Pulse Boots;5;10;5;1;239.26;1;true
212;11500197;Pulse Boots;5;10;5;1;239.26;2;true
213;35920276;Pulse Boots;5;10;5;1;239.26;3;true
214;17418821;Pulse Boots;5;10;5;2;;1;true
215;44551276;Pulse Boots;5;10;5;2;239.26;2;true
216;46780580;Pulse Boots;5;10;5;2;239.26;3;true
217;47478682;Pulse Boots;5;10;5;3;239.26;1;true
218;53721394;Pulse Boots;5;10;5;3;239.26;2;true
219;68307133;Pulse Boots;5;10;5;3;239.26;3;true
220;42034866;Pulse Boots;5;10;5;4;239.26;1;true
221;31897370;Pulse Boots;5;10;5;4;239.26;2;true
222;92269441;Pulse Boots;5;10;5;4;239.26;3;true
223;53330981;Pulse Boots;5;10;5;5;239.26;1;true
224;37014044;Pulse Boots;5;10;5;5;239.26;2;true
225;73654371;Pulse Boots;5;10;5;5;239.26;3;true
226;74267164;Pulse Boots;5;10;6;1;239.26;1;true
227;89205582;Pulse Boots;5;10;6;1;239.26;2;true
228;23235139;Pulse Boots;5;10;6;1;239.26;3;true
229;54436012;Pulse Boots;5;10;6;2;239.26;1;true
230;81771432;Pulse Boots;5;10;6;2;239.26;2;true
231;67857104;Pulse Boots;5;10;6;2;239.26;3;true
232;98111918;   PULSE BOOTS   ;5;10;6;3;239.26;1;yes
233;67618306;Pulse Boots;5;10;6;3;239.26;2;true
234;58343556;Pulse Boots;5;10;6;3;239.26;3;true
235;55168851;Pulse Boots;5;10;6;4;239.26;1;true
236;62223920;Pulse Boots;5;10;6;4;239.26;2;true
237;13105304;Pulse Boots;5;10;6;4;239.26;3;true
238;13632221;   PULSE BOOTS   ;5;10;6;5;239.26;1;
239;38392323;Pulse Boots;5;10;6;5;239.26;2;true
240;47871958;Pulse Boots;5;10;6;5;239.26;3;true
241;68797799;Pulse Boots;5;10;7;1;239.26;1;true
242;17949633;Pulse Boots;5;10;7;1;239.26;2;true
243;41075895;Pulse Boots;5;10;7;1;239.26;3;true
244;18019671;Pulse Boots;5;10;7;2;239.26;1;true
245;89889625;Pulse Boots;5;10;7;2;239.26;2;true
246;96661328;Pulse Boots;5;10;7;2;239.26;3;true
247;21635279;Pulse Boots;5;10;7;3;239.26;1;true
248;34031618;Pulse Boots;5;10;7;3;239.26;2;true
249;14900864;   PULSE BOOTS   ;5;10;7;3;239.26;3;true
250;90523503;Pulse Boots;5;10;7;4;239.26;1;true
251;77746874;Pulse Boots;5;10;7;4;239.26;2;true
252;60846904;Pulse Boots;5;10;7;4;239.26;3;true
253;69555141;   PULSE BOOTS   ;5;10;7;5;239.26;1;true
254;74490777;Pulse Boots;5;10;7;5;239.26;2;true
255;30333725;Pulse Boots;5;10;7;5;239.26;3;true
256;46200784;Pulse Boots;5;10;8;1;239.26;1;true
257;70042060;Pulse Boots;5;10;8;1;239.26;2;true
258;55892780;Pulse Boots;5;10;8;1;239.26;3;true
259;75716732;Pulse Boots;5;10;8;2;239.26;1;true
260;83652474;Pulse Boots;5;10;8;2;239.26;2;true
261;33595342;Pulse Boots;5;10;8;2;239.26;3;true
262;96601185;Pulse Boots;5;10;8;3;239.26;1;true
263;81434031;Pulse Boots;5;10;8;3;239.26;2;true
264;10314916;Pulse Boots;5;10;8;3;239.26;3;T
265;24169811;Pulse Boots;5;10;8;4;239.26;1;true
266;71280625;Pulse Boots;5;10;8;4;239.26;2;true
267;49238979;Pulse Boots;5;10;8;4;239.26;3;true
268;87021944;Pulse Boots;5;10;8;5;239.26;1;true
269;14735994;Pulse Boots;5;10;8;5;239.26;2;true
270;28070309;Pulse Boots;5;10;8;5;239.26;3;true
271;26927575;Pulse Boots;5;10;9;1;239.26;1;T
272;16668041;Pulse Boots;5;10;9;1;239.26;2;true
273;23636268;Pulse Boots;5;10;9;1;239.26;3;true
274;52661437;Pulse Boots;5;10;9;2;239.26;1;true
275;93785822;Pulse Boots;5;10;9;2;239.26;2;true
276;64733688;Pulse Boots;5;10;9;2;239.26;3;true
277;87438337;Pulse Boots;5;10;9;3;239.26;1;true
278;43603182;   PULSE BOOTS   ;5;10;9;3;239.26;2;true
279;26792303;Pulse Boots;5;10;9;3;239.26;3;true
280;72904689;Pulse Boots;5;10;9;4;239.26;1;true
281;67505292;Pulse Boots;5;10;9;4;239.26;2;true
282;43818453;Pulse Boots;5;10;9;4;239.26;3;true
283;48862766;Pulse Boots;5;10;9;5;239.26;1;true
284;85435596;Pulse Boots;5;10;9;5;239.26;2;true
285;47472475;Pulse Boots;5;10;9;5;239.26;3;true
286;97666963;Pulse Boots;5;10;10;1;239.26;1;true
287;93164821;Pulse Boots;5;10;10;1;239.26;2;true
288;17398725;Pulse Boots;5;10;10;1;239.26;3;true
289;54312622;Pulse Boots;5;10;10;2;239.26;1;true
290;88794987;   PULSE BOOTS   ;5;10;10;2;239.26;2;true
291;80718084;Pulse Boots;5;10;10;2;239.26;3;true
292;67665584;Pulse Boots;5;10;10;3;239.26;1;true
293;82069139;Pulse Boots;5;10;10;3;239.26;2;true
294;34528092;Pulse Boots;5;10;10;3;239.26;3;true
295;29267226;Pulse Boots;5;10;10;4;239.26;1;true
296;96149017;Pulse Boots;5;10;10;4;239.26;2;true
297;66948130;Pulse Boots;5;10;10;4;239.26;3;true
298;20007713;Pulse Boots;5;10;10;5;239.26;1;true
299;71343901;Pulse Boots;5;10;10;5;239.26;2;true
300;22345304;Pulse Boots;5;10;10;5;239.26;3;true
301;84877396;Blaze Boardshorts;5;5;1;1;69.01;1;true
302;62813191;Blaze Boardshorts;5;5;1;1;69.01;2;true
303;84757088;Blaze Boardshorts;5;5;1;1;69.01;3;true
304;54426188;Blaze Boardshorts;5;5;1;2;69.01;1;true
305;54859969;Blaze Boardshorts;5;5;1;2;69.01;2;true
306;45734823;Blaze Boardshorts;5;5;1;2;69.01;3;true
307;96053856;Blaze Boardshorts;5;5;1;3;69.01;1;true
308;33626054;Blaze Boardshorts;5;5;1;3;69.01;2;true
309;22171771;   BLAZE BOARDSHORTS   ;5;5;1;3;69.01;3;true
310;57074699;Blaze Boardshorts;5;5;1;4;69.01;1;true
311;47114316;Blaze Boardshorts;5;5;1;4;69.01;2;true
312;48152119;Blaze Boardshorts;5;5;1;4;69.01;3;true
313;49930547;Blaze Boardshorts;5;5;1;5;69.01;1;true
314;70952169;Blaze Boardshorts;5;5;1;5;69.01;2;true
315;11822889;Blaze Boardshorts;5;5;1;5;69.01;3;true
316;26102489;Blaze Boardshorts;5;5;2;1;69.01;1;true
317;50424062;Blaze Boardshorts;5;5;2;1;69.01;2;true
318;71255226;Blaze Boardshorts;5;5;2;1;69.01;3;true
319;48864930;Blaze Boardshorts;5;5;2;2;69.01;1;true
320;34281678;Blaze Boardshorts;5;5;2;2;69.01;2;true
321;57279735;Blaze Boardshorts;5;5;2;2;69.01;3;true
322;33952545;Blaze Boardshorts;5;5;2;3;69.01;1;true
323;65239594;Blaze Boardshorts;5;5;2;3;69.01;2;true
324;96309934;Blaze Boardshorts;5;5;2;3;69.01;3;true
325;36465706;Blaze Boardshorts;5;5;2;4;69.01;1;true
326;55548880;Blaze Boardshorts;5;5;2;4;69.01;2;true
327;68285024;Blaze Boardshorts;5;5;2;4;69.01;3;true
328;84467182;Blaze Boardshorts;5;5;2;5;69.01;1;true
329;45322867;Blaze Boardshorts;5;5;2;5;69.01;2;true
330;59538412;Blaze Boardshorts;5;5;2;5;69.01;3;true
331;81874129;Blaze Boardshorts;5;5;3;1;69.01;1;true
332;97636504;Blaze Boardshorts;5;5;3;1;69.01;2;1
333;26959135;Blaze Boardshorts;5;5;3;1;69.01;3;true
334;71278768;Blaze Boardshorts;5;5;3;2;69.01;1;true
335;43451758;Blaze Boardshorts;5;5;3;2;69.01;2;true
336;65304841;Blaze Boardshorts;5;5;3;2;69.01;3;true
337;26754487;Blaze Boardshorts;5;5;3;3;69.01;1;yes
338;42530880;Blaze Boardshorts;5;5;3;3;69.01;2;true
339;68794208;Blaze Boardshorts;5;5;3;3;69.01;3;true
340;78403225;Blaze Boardshorts;5;5;3;4;69.01;1;true
341;10300251;Blaze Boardshorts;5;5;3;4;69.01;2;true
342;25908182;Blaze Boardshorts;5;5;3;4;69.01;3;true
343;67716567;Blaze Boardshorts;5;5;3;5;69.01;1;true
344;68115266;Blaze Boardshorts;5;5;3;5;69.01;2;true
345;95942907;Blaze Boardshorts;5;5;3;5;69.01;3;true
346;93437899;Blaze Boardshorts;5;5;4;1;69.01;1;true
347;87781641;Blaze Boardshorts;5;5;4;1;69.01;2;true
348;54869616;Blaze Boardshorts;5;5;4;1;69.01;3;true
349;91024559;Blaze Boardshorts;5;5;4;2;69.01;1;true
350;38375928;Blaze Boardshorts;5;5;4;2;69.01;2;true
351;64877365;Blaze Boardshorts;5;5;4;2;69.01;3;true
352;12295306;Blaze Boardshorts;5;5;4;3;69.01;1;true
353;79809238;Blaze Boardshorts;5;5;4;3;69.01;2;true
354;31723291;Blaze Boardshorts;5;5;4;3;69.01;3;true
355;63433356;Blaze Boardshorts;5;5;4;4;69.01;1;true
356;90632117;Blaze Boardshorts;5;5;4;4;69.01;2;true
357;54893225;Blaze Boardshorts;5;5;4;4;69.01;3;true
358;96818693;Blaze Boardshorts;5;5;4;5;69.01;1;true
359;46625751;Blaze Boardshorts;5;5;4;5;69.01;2;true
360;25441666;Blaze Boardshorts;5;5;4;5;69.01;3;true
361;31671457;Blaze Boardshorts;5;5;5;1;69.01;1;true
362;98989022;Blaze Boardshorts;5;5;5;1;69.01;2;true
363;19538265;Blaze Boardshorts;5;5;5;1;69.01;3;true
364;32799666;Blaze Boardshorts;5;5;5;2;69.01;1;true
365;14274457;Blaze Boardshorts;5;5;5;2;69.01;2;true
366;61051127;Blaze Boardshorts;5;5;5;2;69.01;3;true
367;21631958;Blaze Boardshorts;5;5;5;3;69.01;1;yes
368;57747099;Blaze Boardshorts;5;5;5;3;69.01;2;true
369;16343031;Blaze Boardshorts;5;5;5;3;69.01;3;true
370;87803354;Blaze Boardshorts;5;5;5;4;69.01;1;true
371;13888548;Blaze Boardshorts;5;5;5;4;69.01;2;true
372;77907984;Blaze Boardshorts;5;5;5;4;69.01;3;true
373;47720055;Blaze Boardshorts;5;5;5;5;69.01;1;true
374;88275591;Blaze Boardshorts;5;5;5;5;69.01;2;true
375;78577442;Blaze Boardshorts;5;5;5;5;69.01;3;true
376;10093688;Blaze Boardshorts;5;5;6;1;69.01;1;true
377;55073891;Blaze Boardshorts;5;5;6;1;69.01;2;true
378;79678667;Blaze Boardshorts;5;5;6;1;69.01;3;true
379;55084794;Blaze Boardshorts;5;5;6;2;69.01;1;true
380;40743771;Blaze Boardshorts;5;5;6;2;69.01;2;true
381;42222448;Blaze Boardshorts;5;5;6;2;69.01;3;true
382;12042493;Blaze Boardshorts;5;5;6;3;69.01;1;true
383;71790355;Blaze Boardshorts;5;5;6;3;69.01;2;true
384;20840325;Blaze Boardshorts;5;5;6;3;69.01;3;true
385;90083863;Blaze Boardshorts;5;5;6;4;69.01;1;true
386;87106325;Blaze Boardshorts;5;5;6;4;69.01;2;true
387;30834262;Blaze Boardshorts;5;5;6;4;69.01;3;true
388;56612625;Blaze Boardshorts;5;5;6;5;69.01;1;true
389;85097259;Blaze Boardshorts;5;5;6;5;69.01;2;true
390;21570947;Blaze Boardshorts;5;5;6;5;69.01;3;true
391;97901216;Blaze Boardshorts;5;5;7;1;69.01;1;true
392;82829073;Blaze Boardshorts;5;5;7;1;69.01;2;true
393;85478909;Blaze Boardshorts;5;5;7;1;69.01;3;true
394;71704692;Blaze Boardshorts;5;5;7;2;69.01;1;true
395;50635867;Blaze Boardshorts;5;5;7;2;69.01;2;true
396;79125655;Blaze Boardshorts;5;5;7;-1;69.01;3;true
397;56683104;Blaze Boardshorts;5;5;7;3;69.01;1;true
398;90318313;Blaze Boardshorts;5;5;7;3;69.01;2;true
399;82007374;Blaze Boardshorts;5;5;9999;3;69.01;3;true
400;39175017;Blaze Boardshorts;5;5;7;4;69.01;1;true
401;29884030;Blaze Boardshorts;5;5;7;4;69.01;2;true
402;64571805;Blaze Boardshorts;5;5;7;4;69.01;3;true
403;84018413;Blaze Boardshorts;5;5;7;5;69.01;1;true
404;90781579;Blaze Boardshorts;5;5;7;5;69.01;2;true
405;87251429;Blaze Boardshorts;5;5;7;5;69.01;3;true
406;98220144;Blaze Boardshorts;5;5;8;1;69.01;1;true
407;27836622;Blaze Boardshorts;5;5;8;1;69.01;2;true
408;82762542;Blaze Boardshorts;5;5;8;1;69.01;3;true
409;50129015;Blaze Boardshorts;5;5;8;2;69.01;1;true
410;40952382;   BLAZE BOARDSHORTS   ;5;5;8;2;69.01;2;true
411;57324080;Blaze Boardshorts;5;5;8;2;69.01;3;true
412;81404008;Blaze Boardshorts;5;5;8;3;69.01;1;true
413;53352691;Blaze Boardshorts;5;5;8;3;69.01;2;true
414;59803679;Blaze Boardshorts;5;5;8;3;69.01;3;true
415;59319792;Blaze Boardshorts;5;5;8;4;69.01;1;true
416;44338126;   BLAZE BOARDSHORTS   ;5;5;8;4;69.01;2;true
417;49191986;Blaze Boardshorts;5;5;8;4;69.01;3;true
418;72819474;Blaze Boardshorts;5;5;8;5;69.01;1;true
419;85944184;Blaze Boardshorts;5;5;8;5;69.01;2;true
420;58152597;Blaze Boardshorts;5;5;8;5;69.01;3;true
421;69101863;Blaze Boardshorts;5;5;9;1;69.01;1;true
422;25497863;Blaze Boardshorts;5;5;9;1;69.01;2;true
423;17346991;Blaze Boardshorts;5;5;9;1;69.01;3;true
424;56402501;Blaze Boardshorts;5;5;9;2;69.01;1;true
425;88192990;Blaze Boardshorts;5;5;9;2;69.01;2;true
426;51842319;Blaze Boardshorts;5;5;9;2;69.01;3;true
427;63866690;Blaze Boardshorts;5;5;9;3;69.01;1;true
428;77202491;Blaze Boardshorts;5;5;9;3;69.01;2;0
429;47863330;Blaze Boardshorts;5;5;9;3;69.01;3;true
430;38048914;Blaze Boardshorts;5;5;9;4;69.01;1;true
431;18558040;Blaze Boardshorts;5;5;9;4;69.01;2;true
432;13711684;Blaze Boardshorts;5;5;9;4;69.01;3;true
433;24968921;Blaze Boardshorts;5;5;9;5;69.01;1;true
434;85470372;Blaze Boardshorts;5;5;9;5;69.01;2;true
435;88888157;Blaze Boardshorts;5;5;9;5;69.01;3;true
436;81459294;Blaze Boardshorts;5;5;10;1;69.01;1;true
437;31300904;Blaze Boardshorts;5;5;10;1;69.01;2;true
438;45947920;Blaze Boardshorts;5;5;10;1;69.01;3;true
439;94832731;Blaze Boardshorts;5;5;10;2;69.01;1;true
440;81294639;Blaze Boardshorts;5;5;10;2;69.01;2;true
441;37596865;Blaze Boardshorts;9999;5;10;2;69.01;3;true
442;84055284;Blaze Boardshorts;5;5;10;3;69.01;1;true
443;17014183;Blaze Boardshorts;5;5;10;3;69.01;2;true
444;79627426;Blaze Boardshorts;5;5;10;3;69.01;3;true
445;58647031;Blaze Boardshorts;5;5;10;4;69.01;1;true
446;44098332;Blaze Boardshorts;5;5;10;4;69.01;2;true
447;50384984;Blaze Boardshorts;5;5;10;4;69.01;3;true
448;31514456;Blaze Boardshorts;5;5;10;5;69.01;1;true
