item_id;product_id;item_price;order_id;quantity;created_at
270;5683;231.72;131;2;2024-05-29 17:32:51+00
271;12863;180.65;132;2;2024-05-30 12:05:49+00
272;5944;138.92;133;2;2024-05-30 16:02:03+00
273;3010;215.17;133;1;2024-05-30 16:02:03+00
274;8093;250.91;134;2;2024-05-31 17:45:28+00
275;13272;235.47;135;1;2024-06-01 17:46:08+00
276;7782;150.93;135;1;2024-06-01 17:46:08+00
277;1522;61.77;136;1;2024-06-01 17:30:56+00
278;10768;74.05;137;1;2024-06-02 10:46:51+00
279;308;283.37;138;1;2024-06-02 13:49:48+00
280;2845;268.57;138;2;2024-06-02 13:49:48+00
281;3181;64.84;139;1;2024-06-02 15:56:33+00
282;13780;275.16;140;2;2024-06-03 10:41:47+00
283;8151;111.78;140;1;2024-06-03 10:41:47+00
284;3705;128.63;141;2;2024-06-03 12:05:25+00
285;9493;271.65;141;2;2024-06-03 12:05:25+00
286;10202;236.95;141;2;2024-06-03 12:05:25+00
287;12319;197.75;142;2;2024-06-04 14:36:28+00
288;3639;39.3;143;1;2024-06-04 17:02:15+00
289;3603;39.3;143;2;2024-06-04 17:02:15+00
290;7237;236.56;143;2;2024-06-04 17:02:15+00
291;2369;135.84;144;1;2024-06-04 12:23:29+00
292;1066;108.62;144;2;2024-06-04 12:23:29+00
293;14290;246.92;145;1;2024-06-05 16:51:05+00
294;3187;64.84;146;2;2024-06-05 10:31:16+00
295;4341;246.25;146;2;2024-06-05 10:31:16+00
296;7158;114.53;146;2;2024-06-05 10:31:16+00
297;9425;273.36;147;1;2024-06-05 17:25:20+00
298;2223;297.07;147;2;2024-06-05 17:25:20+00
299;9051;47.46;148;2;2024-06-06 17:44:23+00
300;10283;236.95;148;2;2024-06-06 17:44:23+00
301;5024;208.94;148;2;2024-06-06 17:44:23+00
302;3488;155.59;149;1;2024-06-06 17:03:11+00
303;7175;114.53;150;1;2024-06-06 17:18:28+00
304;4441;246.25;150;1;2024-06-06 17:18:28+00
305;3956;203.5;151;2;2024-06-07 09:21:46+00
306;12230;197.75;151;2;2024-06-07 09:21:46+00
307;9079;47.46;151;1;2024-06-07 09:21:46+00
308;9477;271.65;152;2;2024-06-07 14:53:09+00
309;8011;250.91;152;1;2024-06-07 14:53:09+00
310;1671;34.97;152;2;2024-06-07 14:53:09+00
311;2887;268.57;153;1;2024-06-07 16:13:22+00
312;1698;34.97;153;1;2024-06-07 16:13:22+00
313;2112;279.02;153;1;2024-06-07 16:13:22+00
314;13815;215.83;154;2;2024-06-08 16:19:05+00
315;10634;38.05;154;1;2024-06-08 16:19:05+00
316;4629;116.24;155;2;2024-06-08 11:04:48+00
317;3397;288.72;156;1;2024-06-08 13:48:55+00
318;6627;154.03;156;1;2024-06-08 13:48:55+00
319;6017;163.16;156;1;2024-06-08 13:48:55+00
320;12264;197.75;157;1;2024-06-09 16:53:19+00
321;10579;38.05;157;1;2024-06-09 16:53:19+00
322;11593;287.87;157;1;2024-06-09 16:53:19+00
323;136;222.42;158;2;2024-06-09 12:14:22+00
324;4865;65.61;158;1;2024-06-09 12:14:22+00
325;4086;232.76;158;2;2024-06-09 12:14:22+00
326;403;283.37;159;2;2024-06-09 10:05:38+00
327;14025;230.3;159;2;2024-06-09 10:05:38+00
328;13289;235.47;160;1;2024-06-10 10:04:41+00
329;6067;163.16;161;1;2024-06-11 12:13:18+00
330;11960;254.12;161;1;2024-06-11 12:13:18+00
331;13200;235.47;161;2;2024-06-11 12:13:18+00
332;7132;114.53;162;1;2024-06-12 09:13:17+00
333;4602;116.24;162;1;2024-06-12 09:13:17+00
334;13670;92.62;163;1;2024-06-12 17:21:10+00
335;11898;294.61;163;2;2024-06-12 17:21:10+00
336;381;283.37;163;2;2024-06-12 17:21:10+00
337;12062;121.87;164;2;2024-06-13 10:48:19+00
338;7853;234.66;164;2;2024-06-13 10:48:19+00
339;8830;237.93;164;1;2024-06-13 10:48:19+00
340;5243;77.25;165;1;2024-06-13 16:24:54+00
341;1675;34.97;165;2;2024-06-13 16:24:54+00
342;263;88.99;165;2;2024-06-13 16:24:54+00
343;2412;135.84;166;1;2024-06-14 14:26:26+00
344;2194;297.07;166;1;2024-06-14 14:26:26+00
345;456;67.6;167;2;2024-06-14 11:52:28+00
346;6167;174.36;168;2;2024-06-15 15:30:16+00
347;6392;83.11;169;1;2024-06-15 10:11:38+00
348;13655;92.62;169;1;2024-06-15 10:11:38+00
349;3048;215.17;169;2;2024-06-15 10:11:38+00
350;9443;273.36;170;1;2024-06-15 16:11:30+00
351;13905;215.83;170;2;2024-06-15 16:11:30+00
352;12117;121.87;170;2;2024-06-15 16:11:30+00
353;9628;247.65;171;2;2024-06-16 17:56:14+00
354;4614;116.24;171;1;2024-06-16 17:56:14+00
355;1736;158.77;171;2;2024-06-16 17:56:14+00
356;13276;235.47;172;1;2024-06-16 11:37:18+00
357;12542;171.24;172;2;2024-06-16 11:37:18+00
358;12418;237.55;172;2;2024-06-16 11:37:18+00
359;6144;163.16;173;1;2024-06-17 14:23:39+00
360;11819;294.61;174;1;2024-06-18 11:28:33+00
361;6289;174.36;174;2;2024-06-18 11:28:33+00
362;6456;22.47;175;2;2024-06-19 13:28:58+00
363;5597;231.72;175;1;2024-06-19 13:28:58+00
364;6860;110.88;175;1;2024-06-19 13:28:58+00
365;1719;158.77;176;1;2024-06-19 09:35:35+00
366;7422;102.23;176;1;2024-06-19 09:35:35+00
367;10204;236.95;176;2;2024-06-19 09:35:35+00
368;10454;219.26;177;2;2024-06-19 12:57:34+00
369;14103;170.61;177;1;2024-06-19 12:57:34+00
370;7793;150.93;178;1;2024-06-20 13:31:37+00
371;11524;287.87;178;2;2024-06-20 13:31:37+00
372;674;281.22;178;2;2024-06-20 13:31:37+00
373;5598;231.72;179;1;2024-06-20 10:43:52+00
374;736;281.22;179;2;2024-06-20 10:43:52+00
375;10099;138.33;180;2;2024-06-21 15:44:43+00
376;10185;138.33;181;1;2024-06-21 13:12:16+00
377;9751;187.29;181;2;2024-06-21 13:12:16+00
378;684;281.22;181;2;2024-06-21 13:12:16+00
379;486;67.6;182;2;2024-06-22 09:51:30+00
380;13569;276.23;182;2;2024-06-22 09:51:30+00
381;7134;114.53;183;1;2024-06-23 16:10:12+00
382;6771;110.88;183;2;2024-06-23 16:10:12+00
383;2605;275.94;184;1;2024-06-24 14:27:56+00
384;10732;74.05;184;2;2024-06-24 14:27:56+00
385;769;66.62;184;1;2024-06-24 14:27:56+00
386;2481;135.84;185;2;2024-06-24 15:03:12+00
387;10509;64.13;186;2;2024-06-25 11:51:36+00
388;12188;121.87;186;1;2024-06-25 11:51:36+00
389;5959;138.92;186;1;2024-06-25 11:51:36+00
390;4087;232.76;187;2;2024-06-26 16:52:54+00
391;12203;197.75;187;2;2024-06-26 16:52:54+00
392;5460;262.44;188;2;2024-06-26 10:54:33+00
393;5216;77.25;188;1;2024-06-26 10:54:33+00
394;5588;231.72;189;1;2024-06-27 17:25:55+00
395;9842;187.29;189;2;2024-06-27 17:25:55+00
396;13547;276.23;190;1;2024-06-27 09:27:51+00
397;741;281.22;191;1;2024-06-27 15:42:58+00
398;5827;162.85;192;1;2024-06-28 11:59:25+00
399;10151;138.33;193;1;2024-06-28 13:04:54+00
400;8209;111.78;193;1;2024-06-28 13:04:54+00
401;10822;74.05;194;2;2024-06-29 13:52:30+00
402;64;222.42;195;1;2024-06-29 13:44:20+00
403;6309;83.11;195;1;2024-06-29 13:44:20+00
404;7487;102.23;196;2;2024-06-29 14:00:55+00
405;722;281.22;197;1;2024-06-30 14:53:45+00
406;12524;171.24;197;1;2024-06-30 14:53:45+00
407;13049;97.53;198;1;2024-06-30 16:41:45+00
408;4777;65.61;199;2;2024-06-30 15:07:26+00
409;5962;138.92;199;2;2024-06-30 15:07:26+00
410;5606;231.72;200;1;2024-07-01 12:12:50+00
411;10714;74.05;200;1;2024-07-01 12:12:50+00
412;12684;230.23;201;1;2024-07-01 14:09:11+00
413;13968;230.3;202;2;2024-07-01 15:21:59+00
414;9721;247.65;203;1;2024-07-02 13:33:37+00
415;12676;230.23;203;1;2024-07-02 13:33:37+00
416;8039;250.91;203;2;2024-07-02 13:33:37+00
417;9807;187.29;204;1;2024-07-03 14:13:11+00
418;1030;111.73;204;2;2024-07-03 14:13:11+00
419;11171;74.23;205;2;2024-07-03 16:14:11+00
420;9502;271.65;206;2;2024-07-04 13:30:00+00
421;803;66.62;206;2;2024-07-04 13:30:00+00
422;11447;281.15;206;2;2024-07-04 13:30:00+00
423;29;222.42;207;1;2024-07-04 14:18:10+00
424;12151;121.87;208;1;2024-07-04 09:40:00+00
425;7928;234.66;208;2;2024-07-04 09:40:00+00
426;12933;180.65;209;1;2024-07-05 15:52:09+00
427;4116;232.76;210;2;2024-07-05 14:33:35+00
428;11902;254.12;210;1;2024-07-05 14:33:35+00
429;1879;226.63;211;2;2024-07-05 13:10:18+00
430;12579;171.24;212;1;2024-07-06 16:38:06+00
431;11319;281.15;212;1;2024-07-06 16:38:06+00
432;901;111.73;212;1;2024-07-06 16:38:06+00
433;13338;31.23;213;1;2024-07-06 09:07:22+00
434;5644;231.72;213;2;2024-07-06 09:07:22+00
435;14206;170.61;214;1;2024-07-07 09:37:50+00
436;7450;102.23;214;1;2024-07-07 09:37:50+00
437;3505;155.59;215;2;2024-07-07 16:38:04+00
438;1502;61.77;215;2;2024-07-07 16:38:04+00
439;845;66.62;216;1;2024-07-08 15:26:57+00
440;14003;230.3;216;2;2024-07-08 15:26:57+00
441;7445;102.23;217;2;2024-07-09 09:41:10+00
442;14010;230.3;217;1;2024-07-09 09:41:10+00
443;6746;154.03;218;2;2024-07-09 17:40:28+00
444;14073;230.3;218;1;2024-07-09 17:40:28+00
445;8174;111.78;218;2;2024-07-09 17:40:28+00
446;10530;64.13;219;2;2024-07-09 11:42:28+00
447;5524;262.44;219;1;2024-07-09 11:42:28+00
448;3387;288.72;220;1;2024-07-10 13:06:01+00
449;13975;230.3;220;1;2024-07-10 13:06:01+00
450;13509;276.23;220;2;2024-07-10 13:06:01+00
451;9117;47.46;221;1;2024-07-10 13:13:50+00
452;12406;237.55;221;2;2024-07-10 13:13:50+00
453;438;283.37;221;1;2024-07-10 13:13:50+00
454;3439;155.59;222;2;2024-07-10 16:42:42+00
455;14108;170.61;222;1;2024-07-10 16:42:42+00
456;6510;22.47;223;2;2024-07-11 10:37:07+00
457;8623;20.1;223;1;2024-07-11 10:37:07+00
458;9027;47.46;224;2;2024-07-12 09:22:11+00
459;9018;47.46;224;2;2024-07-12 09:22:11+00
460;12041;254.12;225;1;2024-07-12 09:21:59+00
461;1472;61.77;225;1;2024-07-12 09:21:59+00
462;2073;279.02;226;2;2024-07-12 09:32:16+00
463;4566;264.4;226;2;2024-07-12 09:32:16+00
464;8958;28.83;227;1;2024-07-13 12:59:46+00
465;11631;46.67;227;2;2024-07-13 12:59:46+00
466;12871;180.65;228;2;2024-07-13 16:57:42+00
467;9249;246.6;228;1;2024-07-13 16:57:42+00
468;13409;31.23;228;2;2024-07-13 16:57:42+00
469;2761;142.68;229;1;2024-07-13 13:26:22+00
470;8854;28.83;229;2;2024-07-13 13:26:22+00
471;10100;138.33;229;2;2024-07-13 13:26:22+00
472;13636;92.62;230;1;2024-07-14 14:59:32+00
473;10875;53.72;231;1;2024-07-14 09:09:58+00
474;228;88.99;231;1;2024-07-14 09:09:58+00
475;1078;108.62;231;1;2024-07-14 09:09:58+00
476;6570;22.47;232;2;2024-07-14 09:44:05+00
477;11840;294.61;232;1;2024-07-14 09:44:05+00
478;130;222.42;232;2;2024-07-14 09:44:05+00
479;2902;268.57;233;1;2024-07-15 17:22:57+00
480;9726;247.65;233;2;2024-07-15 17:22:57+00
481;4195;134.02;234;1;2024-07-16 17:33:49+00
482;9868;187.29;234;1;2024-07-16 17:33:49+00
483;5512;262.44;234;1;2024-07-16 17:33:49+00
484;8794;237.93;235;1;2024-07-16 11:24:43+00
485;1103;108.62;235;2;2024-07-16 11:24:43+00
486;732;281.22;235;1;2024-07-16 11:24:43+00
487;1101;108.62;236;2;2024-07-17 12:06:01+00
488;3821;128.63;236;1;2024-07-17 12:06:01+00
489;4944;208.94;236;2;2024-07-17 12:06:01+00
490;9944;124.13;237;1;2024-07-17 12:48:49+00
491;10897;53.72;237;2;2024-07-17 12:48:49+00
492;4340;246.25;238;1;2024-07-18 10:56:50+00
493;13605;92.62;238;1;2024-07-18 10:56:50+00
494;12183;121.87;238;2;2024-07-18 10:56:50+00
495;5973;138.92;239;1;2024-07-19 14:56:37+00
496;12720;230.23;239;1;2024-07-19 14:56:37+00
497;4244;134.02;239;2;2024-07-19 14:56:37+00
498;12587;171.24;240;2;2024-07-19 12:17:33+00
499;1812;158.77;240;1;2024-07-19 12:17:33+00
