order_id;source_event_id;store_id;order_price;order_date
38;71f8a8cf-2112-444d-a01f-f2360195b501;2;743.75;2024-04-06 12:50:54+00
39;360898a8-a5d1-44cc-b61f-53a05b1bb825;2;846.49;2024-04-06 17:32:44+00
40;575deae7-24a8-4afe-9ee3-9deb3a9ded7b;2;219.25;2024-04-07 13:44:49+00
41;7c40c308-06d4-47af-8a62-81617b0943e8;1;254.75;2024-04-08 17:02:25+00
42;0e93da88-5166-41af-a601-ceebe9f40ba5;1;145.98;2024-04-08 14:08:13+00
43;80f62c32-db98-48e8-b7e6-0f1fba126d80;2;493.76;2024-04-09 15:50:22+00
44;32ae022b-49e8-424f-9159-10ac8cb29257;1;424.36;2024-04-10 15:28:03+00
45;6ff0b466-5341-41d1-91fd-17d73d56847e;2;518.78;2024-04-10 09:27:30+00
46;10eb30e9-b34a-427a-9342-fde837e8651d;2;627.46;2024-04-10 09:36:29+00
47;3a324c2f-bb48-4484-98fc-924aae4e8a82;2;258.31;2024-04-11 11:23:19+00
48;6476940e-85f5-4f0d-bc73-f80afeedc01c;2;180.2;2024-04-12 13:51:07+00
49;b8fccb99-dade-44c1-9d8d-bd1062f4967c;1;664.82;2024-04-13 10:36:18+00
50;8eee7aa4-6928-4b47-84cc-25e22e1a984a;1;206.98;2024-04-14 17:45:37+00
51;cd76e588-ac05-4b3b-9f0a-24ee4c15acf9;2;152.9;2024-04-14 16:09:26+00
52;5ecd5379-2179-46cc-89e7-15b1fddba517;2;284.32;2024-04-14 15:48:01+00
53;174f1771-77dc-408f-8fa9-a6c84fa8ef7f;2;180.24;2024-04-15 13:30:45+00
54;8521664a-e2b5-4dad-9a82-2ef809d5911f;2;177.79;2024-04-15 15:06:58+00
55;c4294e5e-dc40-4223-a1f1-57e96881bc8b;1;185.56;2024-04-16 11:57:16+00
56;fd563691-bda9-46c2-be80-862eab290a61;1;108.66;2024-04-17 13:04:55+00
57;0c2e664f-56c9-4c66-b05f-46387dde1cac;1;167.84;2024-04-17 13:19:14+00
58;4a3f9442-5122-407a-ae95-57fdb1d93b1f;2;171.89;2024-04-17 13:13:01+00
59;4dac1765-f476-4410-a976-ded4330833df;2;382.71;2024-04-18 11:15:35+00
60;f893a1ab-f9f2-485b-8817-1b34de5ba6de;1;162.37;2024-04-18 10:27:08+00
61;f55b6dff-f806-4e10-b55e-aec5e505db8f;2;459.03;2024-04-19 12:22:34+00
62;31072fdf-cac0-488c-8025-5137a5bc8293;2;308.27;2024-04-20 10:22:49+00
63;95acc132-7e19-44c0-9512-aa2b5b57d379;2;907.39;2024-04-20 17:29:49+00
64;b982ed86-cf14-4c6c-88b3-6ff30fbedfa9;1;176.82;2024-04-20 15:22:04+00
65;273bed61-08fc-42a8-9e9d-3d3a1e208a65;2;1063.68;2024-04-21 09:13:42+00
66;297b54ce-3644-4a35-915d-49eeddc5d664;1;108.66;2024-04-21 17:17:08+00
67;57524d88-d3f8-4985-a4ef-8630aebbdbca;1;34.2;2024-04-22 13:39:29+00
68;d8879edd-04a2-4bfd-94d6-21a23c42eab1;2;635.76;2024-04-22 15:18:11+00
69;7e67674b-fe7d-40b7-8c36-4cb74b989c42;1;357.16;2024-04-23 17:18:18+00
70;bc134b1c-ae60-49d4-a82e-8950617356c1;2;80.88;2024-04-23 13:24:56+00
71;0140bcaa-4e99-49a6-9e7a-5a35f2772b16;1;649.0;2024-04-24 13:44:56+00
72;24e72a10-c1c0-4d02-9d57-31a312163b9a;2;583.56;2024-04-24 14:01:07+00
73;500837fd-7ac0-464c-904a-7a4cf02b841b;1;938.02;2024-04-24 12:52:39+00
74;9860563c-4b45-4555-b6bf-ab69ed965fa3;2;283.19;2024-04-25 16:27:10+00
75;ce1d26d5-7081-43a3-a060-1b2d5f4723f1;2;296.23;2024-04-25 13:36:13+00
76;a313e8de-8129-47b9-839a-625edb3b2bfc;1;676.93;2024-04-25 12:49:59+00
77;be51891c-a8a7-4af4-9638-6bf75c435963;1;111.71;2024-04-26 17:31:21+00
78;6d767068-08e3-4a11-9f47-5f3892f98f0f;2;502.04;2024-04-26 09:19:07+00
79;c7d3eafe-82bd-4e27-b558-c25e9c3e0a90;1;166.24;2024-04-26 10:35:17+00
80;945c49ec-217e-4766-8c9b-99142ae838e8;1;614.15;2024-04-27 15:54:57+00
81;3c27fc4c-7d65-46bf-931a-0057466c3d47;1;245.75;2024-04-28 12:10:30+00
82;4a359370-83f6-473b-a32b-0ac14302a8b6;2;230.88;2024-04-29 16:07:45+00
83;7bc9ee4d-06a8-4556-8449-2524836c75d7;1;721.31;2024-04-30 13:30:37+00
84;91f72bac-5ef1-401c-8d86-95a8dce790b5;1;142.16;2024-04-30 15:05:54+00
85;e4bc7fc9-b387-47ae-81c0-877ced711868;1;606.22;2024-04-30 12:30:06+00
86;60b8c7c2-4cf3-46ea-93ed-12c0b98f187f;1;547.98;2024-05-01 11:05:29+00
87;a50321e9-831e-4665-8f2e-c4791862096e;1;291.89;2024-05-01 14:45:21+00
88;8c07ca5a-8db9-47a7-910e-532d6c0ceb87;1;348.78;2024-05-02 17:03:17+00
89;7a8edf29-1c85-4945-9d48-7cc6de631dcf;2;73.0;2024-05-02 16:43:51+00
90;2eb257fc-ef63-4008-b6e6-37020bca4d0d;2;617.39;2024-05-03 09:27:30+00
91;41f7646c-b32e-4bee-b89e-0e2acde6d9fd;1;694.86;2024-05-03 14:13:31+00
92;b6d135a7-9b8d-41e5-bd07-08b5b327de7c;1;72.99;2024-05-03 10:46:20+00
93;d3ba11db-65c4-4fdb-9cff-168753f16f95;2;838.44;2024-05-04 10:08:41+00
94;79c68eb3-d261-4b15-9f50-7dc81fca372b;2;278.85;2024-05-05 14:24:41+00
95;2d4ed838-31db-4ee5-8c1a-6981f53485ec;1;388.44;2024-05-05 17:53:11+00
96;2cdbfedc-d7e9-4d00-b156-771021041637;2;362.15;2024-05-06 13:29:29+00
97;29cab6d3-b484-4741-9664-7faa01b33bab;1;247.54;2024-05-06 14:16:13+00
98;50dd228e-b4a3-4b0e-ab5f-2f658a3abe8c;1;436.05;2024-05-06 09:40:47+00
99;1e780d4e-86ab-4b37-a202-8dc7a9caf372;1;242.54;2024-05-07 15:30:36+00
100;36e35380-1927-4e0c-bca3-0fcbc5af914c;1;628.14;2024-05-07 13:26:11+00
101;934525ed-cb5f-44bf-bd27-85f02f83421f;2;714.1;2024-05-07 12:02:10+00
102;4e829cb0-359b-4b46-b2b7-c5cd92c1391f;2;543.54;2024-05-08 09:48:55+00
103;1336f558-f181-46e8-95df-e7f8085a07b3;2;547.0;2024-05-08 13:55:46+00
104;cc88a15c-9d37-4c9b-b618-01c3fdc885a8;2;663.45;2024-05-08 16:29:02+00
105;3ba13d42-d5d6-4a9e-ba08-2fd7fc9ec180;1;273.99;2024-05-09 17:45:45+00
106;85f01db9-9794-48c8-92ee-cac13d63625d;2;980.3;2024-05-09 10:00:52+00
107;87b2c15c-aee5-4fbc-b055-107b499d2482;2;653.8;2024-05-09 16:38:29+00
108;ef6cfb88-f09b-463f-8b5b-c0e034262bd9;2;782.36;2024-05-10 12:33:26+00
109;81c35e1d-10c9-4d92-bc74-0e13639a27f3;2;234.47;2024-05-11 16:55:47+00
110;6ce0bcbc-440e-4631-bebc-54e32ca5cd6f;1;851.48;2024-05-12 15:23:32+00
111;e44bf71d-7960-4250-ba91-340e7a6ffe5f;2;484.96;2024-05-13 12:30:42+00
112;7205a11c-509f-491d-9c4f-09ac09b77cd0;2;785.06;2024-05-13 14:19:56+00
113;4ff01cb3-f05d-43a4-8676-6ae8f758c8b5;2;740.02;2024-05-13 13:55:24+00
114;861783e5-e8ce-47e8-bec9-81579e1ad46f;1;1177.44;2024-05-14 13:14:21+00
115;4dafae9d-e1d2-4dee-a03c-e78e01fd5a5c;1;251.58;2024-05-15 14:54:52+00
116;ee6d6685-bea9-4978-90ce-8092d11440d5;2;66.68;2024-05-15 15:39:50+00
117;a3622362-ce1d-40b8-99e3-d36511c802ed;2;168.43;2024-05-16 15:50:41+00
118;d8afc2ce-05df-4ff4-ad91-8cd67fa842f2;1;816.98;2024-05-17 09:37:23+00
119;981c4181-12b5-4cb0-822a-3d9537e36229;2;98.9;2024-05-18 17:20:19+00
120;a4c39857-c5b6-4af2-a1ce-36d9381c6a89;2;185.56;2024-05-18 16:14:38+00
121;96844c30-4b1d-45be-af29-3df99a66f0bd;2;718.1;2024-05-19 12:03:10+00
122;f0c6b079-a536-40f1-afcc-4631fab92f01;2;174.42;2024-05-20 11:09:40+00
123;6fd2c553-d133-4ad3-8126-a743c438e7aa;1;119.38;2024-05-20 14:10:04+00
124;05859a61-7305-40e4-9070-c31543ce5e64;1;409.38;2024-05-21 16:04:36+00
125;ab159941-a195-45ee-8548-f57fe826a33b;1;525.59;2024-05-21 10:51:34+00
126;e48684ed-e18e-411c-821d-9307fcf76c8d;2;204.36;2024-05-22 13:13:00+00
127;a1446597-8860-47df-9d3f-727d76a3842b;2;33.34;2024-05-23 09:15:58+00
128;772a98e8-10d6-4589-baff-614060f4c5ab;2;48.53;2024-05-24 17:41:02+00
129;c3b536db-2f04-401e-9852-b919e1a8877b;2;472.95;2024-05-24 16:37:33+00
130;ffadd9be-e765-4269-9a89-d64c095e04d7;2;159.63;2024-05-25 11:28:18+00
131;97d8a221-b706-4805-a667-feb55b629086;1;580.86;2024-05-25 10:27:40+00
132;adf8755c-1979-49b1-9d87-e7da3f44c814;1;39.01;2024-05-25 13:58:31+00
133;2aaa71ec-6c15-498e-9b41-1bac798650bb;1;728.02;2024-05-26 14:14:51+00
134;5bfe8bd7-76ef-49d0-8888-356f27749b65;2;70.2;2024-05-26 14:36:23+00
135;fda6e227-258e-4bd8-930a-a1378cfaff59;2;594.64;2024-05-26 11:36:07+00
136;b19e3e07-49f9-4568-bd06-5eb1e4569740;2;769.01;2024-05-27 12:46:09+00
137;eb785bb0-2776-47e5-89bf-bfc652bf9a6d;1;619.98;2024-05-27 13:29:25+00
138;18741051-a4dd-48f8-86b7-7f087efe6003;2;29.03;2024-05-28 16:54:25+00
139;79a86e15-8d82-43fe-acf0-3a38c6a3db85;1;459.54;2024-05-28 09:00:44+00
140;6ee31fa5-6312-4ef8-9912-eff0e49ecd89;2;413.96;2024-05-29 16:00:13+00
141;6202276f-1648-41d8-820f-16611a0f607e;1;281.92;2024-05-30 16:35:52+00
142;31276ecf-9a3a-44d3-9a11-a82c06fabd83;1;1138.86;2024-05-30 10:25:17+00
143;972405e3-6f7c-4a1a-badd-090d1a287e72;1;580.82;2024-05-31 13:53:18+00
144;fc5ea98a-5572-4705-89a4-e6f2999d5660;2;457.9;2024-05-31 16:43:22+00
145;f34e12d7-f812-41d6-add5-d45c622bb15b;1;610.06;2024-05-31 12:57:07+00
146;a747033c-1584-4c67-b2f1-03c93914d19c;2;302.1;2024-06-01 09:23:53+00
147;8513a994-b9c9-48d7-8a6d-8c9298f9b8aa;1;328.08;2024-06-01 17:56:57+00
148;12b4a4c4-2513-47f6-8575-ee437d91dd69;1;434.06;2024-06-02 11:02:06+00
149;16faa3f6-d10d-492f-8616-96e24ede5382;1;198.04;2024-06-03 10:31:07+00
150;a803c6df-432d-4733-b0a1-8f2450f188b5;2;176.94;2024-06-03 17:54:26+00
151;456776ce-5c1b-453c-86fc-848afbae9542;2;343.78;2024-06-03 15:50:35+00
152;92520b07-d6f8-477b-b812-c5605ab9d132;2;399.4;2024-06-04 09:50:40+00
153;5d2f110b-ac93-48e0-a33c-7578d30b8e0d;2;145.98;2024-06-05 12:35:17+00
154;cff56a88-0e35-4c7a-aedb-3d845b25f4ec;2;535.86;2024-06-05 16:33:46+00
155;742a6dd5-ac39-4313-9b72-b68191c94dca;1;159.65;2024-06-05 17:14:41+00
156;58bf19c9-d57c-4e0c-b491-60ffce393cf1;2;168.9;2024-06-06 15:57:37+00
157;1353993f-4cfe-471e-95f0-8f1034530dc4;2;251.58;2024-06-06 17:54:44+00
158;2419eb85-ef9e-46a1-a3dc-99ba70ebb9c7;1;159.65;2024-06-07 11:16:40+00
159;e2ac8637-bfbd-4569-95d6-45429dec528f;1;469.24;2024-06-07 14:30:57+00
160;7a8d7700-f90d-455a-bd36-80f605075ffe;1;594.64;2024-06-07 16:10:59+00
161;80a0af14-ffec-4fcb-82e9-b51d54dcd660;2;288.24;2024-06-08 14:27:22+00
162;7071cea2-32e4-49eb-aec7-f1828a22981e;2;474.0;2024-06-09 12:16:58+00
163;b9a28906-8047-4ee0-b633-0aed067c5ed0;2;532.04;2024-06-09 14:40:36+00
164;0c716694-1600-4014-acce-67789c210e97;2;393.68;2024-06-09 09:16:34+00
165;67fdae02-9ca6-46f8-a9bb-43a3f66f0045;2;825.83;2024-06-10 15:16:37+00
166;7ae52203-f23f-4220-8bcb-f6a1a6e9eecb;2;217.43;2024-06-10 12:14:34+00
167;f949eff7-8e36-4f88-8b97-fe02bb8ab57e;1;445.49;2024-06-11 11:07:26+00
168;724bf49e-bbbd-4fc7-8c8d-9174378b042e;2;93.18;2024-06-11 10:03:16+00
169;82778906-826c-4689-9cad-6bec91bef219;2;430.74;2024-06-11 11:27:59+00
170;821ce7a8-2cfd-4621-8f64-3d8140e4a9fd;1;180.24;2024-06-12 11:48:06+00
171;06c22dd2-9ddb-4ade-b19c-bcc68c8b3981;1;291.88;2024-06-12 17:11:04+00
172;b0c10ca1-1041-4830-b73f-3fc3ed1e9535;2;495.42;2024-06-12 11:50:57+00
173;f0774ebd-c523-4d5a-9c3f-9fc02ebf6b11;1;1124.59;2024-06-13 10:25:57+00
174;ac5b3392-643a-4cb9-9257-03fcb9824c27;2;660.22;2024-06-14 14:28:15+00
175;a3f6059b-b681-4857-91d5-f87735d51713;2;338.12;2024-06-14 15:36:34+00
176;b2c76ebf-c812-4c70-a56c-fdbf0a864fe9;2;1124.16;2024-06-14 13:51:41+00
177;6861ddef-4f3d-426b-bcec-1d707ddecebe;2;229.76;2024-06-15 11:54:53+00
178;34d9f617-cfbd-4742-a7b3-d77bdd8abe8d;2;34.2;2024-06-15 09:34:25+00
179;7f5cc0d8-344d-4dcc-a222-b8c6977b0017;1;299.06;2024-06-16 10:36:34+00
180;5ee541c8-2dab-4ccf-91e5-40da3b247ddd;1;390.88;2024-06-16 12:56:08+00
181;2cf6a6f7-3c80-4d79-ad9d-ad34aac75889;1;780.84;2024-06-17 12:14:30+00
182;28f9cc32-19e0-4d10-9eef-f21b9d5700cd;1;294.18;2024-06-18 10:34:54+00
183;42968891-e985-431a-8f9b-98885f325931;1;402.64;2024-06-19 17:44:14+00
184;54f59bff-206a-4e6a-a5b9-961319533ac3;2;283.89;2024-06-19 09:09:50+00
185;b802425f-1c64-48bf-867c-322d8046a33f;1;623.21;2024-06-19 13:57:30+00
186;49867428-cfa3-4fae-8067-f5f98b1b418c;2;329.06;2024-06-20 12:27:57+00
187;390dd526-6671-477a-9be5-b82decf28ca5;1;944.18;2024-06-20 17:22:59+00
188;078eb160-111e-4469-b7e9-d3d174f98fbe;1;39.01;2024-06-21 14:50:28+00
189;c3746634-9ec1-41e2-904f-0565a2eba1e7;1;274.49;2024-06-21 10:58:09+00
190;baad5d20-9a4a-4948-865c-6f97a9d11b37;1;219.42;2024-06-21 16:51:28+00
191;9ca0d666-4861-41aa-bbb3-4d2daf0d4b4a;1;720.59;2024-06-22 13:20:24+00
192;6c4252c8-e238-4f56-abad-7a72714f8d69;2;100.64;2024-06-23 15:34:36+00
193;a6919342-443e-4d87-9aa0-82cdb55b7d6f;1;420.32;2024-06-23 14:48:49+00
194;e35a2d7f-42f5-42b5-9b2d-488036e0fb48;2;821.13;2024-06-23 13:44:32+00
195;9388f362-356d-469a-97b9-42d1e8ff3062;2;29.03;2024-06-24 11:19:54+00
196;56d2a243-0cf3-4c3e-8198-06a2df3a838e;1;132.35;2024-06-24 13:09:58+00
197;5b275c04-a724-4783-8cee-c1e208151e86;1;758.04;2024-06-25 14:11:35+00
198;4a45a9fc-e8e5-4612-b229-fb1f27164cd5;1;292.15;2024-06-25 15:45:24+00
199;730a70c6-9a48-4c13-bf62-a4ae134c4517;1;290.85;2024-06-25 09:32:09+00
200;4135abdf-b1c9-4c0a-9fdc-5a442fe76653;1;866.1;2024-06-26 09:48:51+00
201;4df44f56-f36b-4e4c-be96-b398286b69c4;1;229.46;2024-06-26 16:02:47+00
202;cdcc28c1-d979-4ef5-b92d-bbbf82d05f0f;2;66.68;2024-06-27 13:01:38+00
203;dcb6c0c0-baf0-4684-aea7-f3bc560f5380;1;255.05;2024-06-27 12:31:08+00
204;6ca2e02c-6d7f-440b-b062-e8c0c421630c;2;592.03;2024-06-27 17:09:34+00
205;fc48506e-6124-4d8a-a0ef-3fedbad5d580;2;248.61;2024-06-28 12:35:09+00
206;2bd6fc7d-8ac9-4071-8db2-10f3b011be2e;2;471.52;2024-06-28 11:53:53+00
207;debc57a0-1f0d-45a0-aea2-70c6d72fd3bb;1;571.6;2024-06-29 13:48:11+00
208;cfcd313a-e41d-45ac-bd53-b94ff8c503f7;1;319.3;2024-06-29 10:59:33+00
209;2ed40d2d-d10f-4144-a6e4-cc9fc45179f4;1;156.9;2024-06-30 17:25:54+00
210;04803adc-9f75-44a7-8914-b74c43529dd9;2;536.94;2024-06-30 15:46:13+00
211;f197af3b-123a-400a-982c-a2561d62a9af;2;338.06;2024-07-01 12:44:52+00
212;e4b187a7-dca4-47d1-8577-539aff4fdcf3;2;641.48;2024-07-01 12:12:13+00
213;b9ac48a7-8073-444d-950f-5e2d9917e5f3;1;485.66;2024-07-01 11:05:50+00
214;de288c56-a31d-44a0-984a-eeda0ae21b91;1;376.36;2024-07-02 12:47:06+00
215;d6865ecd-15d1-424a-ad1f-8c422ac15d9e;2;49.45;2024-07-02 13:52:47+00
216;d8d8c4f3-4d64-446c-9c0b-72caa848f60f;1;727.27;2024-07-02 09:24:07+00
217;efa95ae2-3857-49e1-a54b-1fe421caf411;1;261.38;2024-07-03 09:23:19+00
218;59227803-ff80-4ba4-a18e-a67c024db9fe;2;312.47;2024-07-03 09:00:57+00
219;3ec0c1ee-1a3f-4a4b-9fd9-ed56fe33389f;1;185.56;2024-07-03 09:26:08+00
220;cfa5c26a-cdfd-4f67-b644-b1bee6472fc0;1;86.62;2024-07-04 16:44:55+00
221;b2dd1466-9f64-42e4-9b44-00c601c8e4be;1;703.3;2024-07-04 13:42:06+00
222;fb5f5a1a-1d22-44ff-93a9-722e5c92cb3a;2;739.64;2024-07-04 12:19:19+00
223;bffac699-429e-4382-82d4-618d9a997244;1;107.47;2024-07-05 11:51:43+00
224;ac1cb0df-3881-4163-a612-e2a1e0176a59;2;199.42;2024-07-06 14:51:21+00
225;285e4206-ed12-4a6e-8752-b0b86fe1f154;2;83.12;2024-07-06 10:11:00+00
226;86fe3419-b689-4bf4-bd88-cd90959dff94;1;355.58;2024-07-06 15:32:13+00
227;c7c98702-aa5f-46a5-836c-31791d129510;1;506.15;2024-07-07 14:31:23+00
228;2b530130-03ac-418c-8a25-06d296e399da;1;443.92;2024-07-08 12:24:59+00
229;cdac9449-6a04-4a2f-bdd2-cbf8066c1634;2;248.42;2024-07-08 13:02:23+00
230;1f13b766-03e6-40b9-8af6-340b10a00d5e;1;87.21;2024-07-08 09:28:35+00
231;60f7b65a-75d5-485e-af2f-a2898396b9bd;1;563.1;2024-07-09 13:35:57+00
232;7623695a-f230-4077-8424-d1b743c2c43f;2;516.62;2024-07-09 11:29:42+00
233;1ffee3d8-42bb-4b82-8902-21ef08b5596a;1;499.02;2024-07-09 11:26:21+00
234;24af18d6-1d18-405a-b412-6792d9aa9b7c;1;206.98;2024-07-10 11:55:27+00
235;5adc7327-26e0-4e77-8960-9f5d5c8d489c;1;59.69;2024-07-10 14:42:13+00
236;4aa64c08-99b6-4e0d-a990-bcbdcde7d01a;2;264.22;2024-07-10 15:22:39+00
237;53949fc5-111b-41d6-b66b-f729224447fd;1;598.41;2024-07-11 09:06:53+00
238;f928ab2f-6e33-432c-a9db-975bf7be1b7e;2;732.44;2024-07-11 10:17:35+00
239;f5b4981e-843e-47d3-9042-8680fd0225ad;2;963.86;2024-07-11 15:20:19+00
240;89f2098c-f8d8-424b-a6fd-8380c4d620df;2;123.8;2024-07-12 09:43:19+00
241;c0dfb412-6154-4f49-8a2f-f757197e2227;1;60.18;2024-07-12 15:00:13+00
242;ae796c6a-35e7-40b3-8a22-14eb7a3b3769;1;264.8;2024-07-13 17:51:53+00
243;aa7670ec-487c-416e-a755-0e504da36693;1;231.93;2024-07-14 15:45:44+00
244;b4ba28b2-6e04-4373-af53-66be42a507a6;2;719.05;2024-07-15 13:25:37+00
245;05812aff-81a6-4fbf-8c92-7cdf96befaf5;2;261.38;2024-07-15 12:19:54+00
246;ee6bdd1e-1e6d-42d8-9c5f-f005f2d2a851;1;204.36;2024-07-16 12:35:39+00
247;26505479-b965-4b65-aae5-7549d67a253b;1;415.32;2024-07-16 17:06:42+00
248;a12883f3-94d1-4d22-9ac1-41ea7ecfae97;2;954.14;2024-07-16 11:31:51+00
249;dffc4ca0-34c5-4c8e-a0b1-48abdddec082;1;258.31;2024-07-17 13:22:32+00
250;7449590c-38b5-4ca9-a571-213a9abe01a8;1;421.35;2024-07-17 12:34:22+00
251;d7d182b8-44de-4f06-9ba5-e5ab747d6c3a;2;382.7;2024-07-18 16:22:35+00
252;cb566070-bb8a-4f5a-9b82-20fb134d9393;1;236.09;2024-07-18 17:03:14+00
253;f4801a52-58f4-404c-b55a-5369713d295e;1;354.87;2024-07-18 12:00:49+00
254;6616f0d1-8292-47b6-98b5-6c0c4b82657d;2;635.54;2024-07-19 17:55:02+00
255;87e081dd-a65a-4f35-bf31-6f73dadec005;1;167.84;2024-07-19 11:26:42+00
256;4c5cd070-a05c-4f72-a0ad-8df1a8b99d71;2;886.56;2024-07-19 09:44:44+00
257;7f3d64e4-249f-44a8-b375-40a9170b1a97;1;752.9;2024-07-20 17:40:14+00
258;be8bbdeb-a42f-43b9-b9b1-045032869c30;1;1069.95;2024-07-20 12:42:59+00
259;a3b29be0-5aa6-4768-b9fe-3e20453f2670;2;745.02;2024-07-20 17:25:00+00
260;e7a22838-8307-488a-82e2-b3b98f264e52;2;1046.38;2024-07-21 15:00:39+00
261;9ed16c38-89c2-4a7f-9d74-311568e10b6f;2;231.93;2024-07-22 15:39:41+00
262;958f0db1-fced-469f-877b-67ce41264e67;1;481.92;2024-07-22 09:35:01+00
263;edac595a-096c-45e4-b4b9-44c55c754ba5;2;570.24;2024-07-23 11:14:17+00
264;c312c5a9-33e1-424c-89c4-314f1adb08db;1;492.28;2024-07-23 12:31:11+00
265;3005753a-40b7-4d8e-bcef-e508b7f2a9fa;2;106.37;2024-07-23 10:54:57+00
266;6b4c7d0e-0890-4ea9-b36b-0f23ba375c8f;1;40.44;2024-07-24 13:26:31+00
267;335f66e1-b684-4ce5-98cf-13901968a8bd;1;570.12;2024-07-24 09:19:30+00
268;3db96753-0096-4983-8085-e9ba9246478f;1;526.25;2024-07-24 09:02:06+00
269;cdc8c73f-ada1-4050-b326-66098c2c8a7f;1;565.42;2024-07-25 13:11:32+00
270;efa8ab7a-9876-406b-ae53-15de8b453311;1;692.61;2024-07-25 11:12:36+00
271;22ef9563-9abf-49a5-a0d9-e16b4fc8e68a;1;297.32;2024-07-25 11:20:52+00
272;a33254d5-0c51-4630-bd78-1c6f2644aa6b;2;922.68;2024-07-26 11:34:00+00
273;87ce07e3-b99f-4a5b-96a9-d063708e63de;1;205.04;2024-07-26 09:49:35+00
274;73fb133d-b545-4155-a43a-20c9286c5c64;2;486.27;2024-07-26 14:42:27+00
275;765c091c-ed77-4de4-a4c9-3fa5f58f897f;2;786.76;2024-07-27 13:10:53+00
276;594bfac0-71d4-41eb-9476-104b0f8f9664;2;438.38;2024-07-27 09:41:34+00
277;f7f57f20-4607-4668-a56a-4be4819c25a2;1;164.55;2024-07-27 09:21:28+00
278;ed76055c-1388-4fdb-88c2-d6aaf63933c8;1;526.28;2024-07-28 12:38:26+00
